terms,polarity
which,O
is,O
worth,O
it,O
as,O
it,O
's,O
cool,O
and,O
the,O
music,T-POS
is,O
hear,O
well,O
there,O
.,O
,
Overall,O
",",O
excellent,O
restaurant,T-POS
!,O
,
i,O
went,O
to,O
utsav,O
about,O
a,O
yr,O
ago,O
with,O
my,O
family,O
.,O
,
The,O
food,T-POS
was,O
good,O
.,O
,
The,O
place,T-POS
was,O
nice,O
and,O
calm,O
.,O
,
but,O
the,O
service,T-NEG
was,O
a,O
bit,O
slow,O
.,O
,
I,O
work,O
around,O
the,O
corner,O
and,O
tried,O
it,O
with,O
a,O
colleague,O
for,O
the,O
first,O
time,O
.,O
,
The,O
buffet,T-POS
had,O
a,O
nice,O
selection,O
.,O
,
Service,T-POS
was,O
also,O
very,O
good,O
.,O
,
I,O
would,O
go,O
back,O
.,O
,
I,O
got,O
an,O
excellent,O
piece,O
of,O
cheesecake,T-POS
and,O
we,O
had,O
several,O
other,O
nice,O
pastries,T-POS
.,O
,
My,O
son,O
and,O
his,O
girlfriend,O
both,O
wanted,O
cheeseburgers,T-NEU
and,O
they,O
were,O
huge,O
!,O
,
But,O
",",O
they,O
were,O
too,O
big,O
for,O
the,O
bun,O
.,O
,
Consequently,O
",",O
their,O
burgers,T-NEG
fell,O
apart,O
in,O
their,O
hands,O
and,O
made,O
such,O
a,O
mess,O
that,O
they,O
did'nt,O
feel,O
like,O
finishing,O
them,O
.,O
,
Also,O
they,O
were,O
$,O
15,O
each,O
!,O
,
I,O
had,O
a,O
huge,O
pastrami,T-NEU
sandwich,T-NEU
on,T-NEU
a,T-NEU
roll,T-NEU
.,O
,
It,O
was,O
$,O
14,O
not,O
really,O
bad,O
for,O
a,O
pound,O
of,O
Pastrami-but,O
it,O
did,O
n't,O
have,O
much,O
taste-I,O
've,O
had,O
better,O
for,O
less,O
elsewhere,O
!,O
,
This,O
place,T-POS
is,O
really,O
trendi,O
but,O
they,O
have,O
forgotten,O
about,O
the,O
most,O
important,O
part,O
of,O
a,O
restaurant,O
",",O
the,O
food,T-NEG
.,O
,
The,O
last,O
two,O
times,O
I,O
ordered,O
from,O
here,O
my,O
food,T-NEG
was,O
soo,O
spicy,O
that,O
I,O
could,O
barely,O
eat,O
it,O
",",O
and,O
the,O
spice,T-NEG
took,O
away,O
from,O
the,O
flavor,O
of,O
the,O
dish,O
.,O
,
If,O
you,O
want,O
good,O
authentic,O
Thai,T-NEG
this,O
place,O
is,O
not,O
the,O
place,O
to,O
go,O
.,O
,
We,O
went,O
here,O
for,O
lunch,O
a,O
couple,O
of,O
weeks,O
ago,O
on,O
a,O
Saturday,O
",",O
and,O
I,O
was,O
thoroughly,O
impressed,O
with,O
the,O
food,T-POS
.,O
,
The,O
pesto,T-POS
pizza,T-POS
was,O
excellent,O
",",O
thin-crust,O
pizza,O
with,O
a,O
nice,O
amount,O
of,O
spicy,T-POS
Italian,T-POS
cheese,T-POS
that,O
I,O
'd,O
never,O
heard,O
of,O
before,O
.,O
,
Conveniently,O
located,O
too,O
",",O
being,O
right,O
on,O
Bedford,O
ave,O
.,O
,
THe,O
back,T-POS
garden,T-POS
sitting,T-POS
area,T-POS
is,O
very,O
pleasant,O
",",O
where,O
you,O
can,O
see,O
their,O
personal,O
herb,O
garden,O
.,O
,
I,O
will,O
definetly,O
be,O
going,O
back,O
.,O
,
We,O
had,O
the,O
lobster,T-POS
sandwich,T-POS
and,O
it,O
was,O
FANTASTIC,O
.,O
,
My,O
husband,O
said,O
he,O
could,O
've,O
eaten,O
several,O
more,O
",",O
the,O
portion,T-POS
was,O
fine,O
for,O
me,O
he,O
even,O
exclaimed,O
that,O
the,O
french,T-POS
fries,T-POS
were,O
the,O
best,O
he,O
has,O
had,O
.,O
,
I,O
recommend,O
getting,O
a,O
reservation,O
even,O
though,O
we,O
saw,O
people,O
seated,O
without,O
one,O
.,O
,
We,O
waited,O
at,O
the,O
bar,O
and,O
had,O
martinis,T-POS
that,O
were,O
just,O
right,O
.,O
,
We,O
will,O
be,O
back,O
.,O
,
love,O
the,O
food,T-POS
.,O
,
it,O
's,O
the,O
only,O
place,O
you,O
can,O
get,O
yummy,O
authentic,O
japanese,T-POS
comfort,T-POS
food,T-POS
.,O
,
it,O
helps,O
if,O
you,O
know,O
what,O
to,O
order,O
.,O
,
and,O
you,O
ca,O
n't,O
beat,O
the,O
prices,O
.,O
,
highly,O
recommended,O
.,O
,
I,O
've,O
lived,O
in,O
NY,O
for,O
5,O
years,O
and,O
this,O
place,T-POS
has,O
it,O
all,O
.,O
,
Great,O
food,T-POS
",",O
good,O
size,O
menu,T-POS
",",O
great,O
service,T-POS
and,O
an,O
unpretensious,O
setting,T-POS
.,O
,
The,O
dishes,T-POS
offered,O
were,O
unique,O
",",O
very,O
tasty,O
and,O
fresh,O
from,O
the,O
lamb,T-POS
sausages,T-POS
",",O
sardines,T-POS
with,T-POS
biscuits,T-POS
",",O
large,T-POS
whole,T-POS
shrimp,T-POS
to,O
the,O
amazing,O
pistachio,T-POS
ice,T-POS
cream,T-POS
the,O
best,O
and,O
freshest,O
I,O
've,O
ever,O
had,O
.,O
,
I,O
'm,O
glad,O
I,O
was,O
introduced,O
to,O
this,O
place,T-POS
and,O
this,O
is,O
a,O
rare,O
gem,O
in,O
NY,O
.,O
,
We,O
have,O
tried,O
every,O
Thai,O
restaurant,O
between,O
Atlantic,O
Avenue,O
and,O
4th,O
Streets,O
",",O
and,O
Joya,O
is,O
the,O
best,O
.,O
,
The,O
freshest,O
",",O
best,O
variety,O
",",O
and,O
the,O
fastest,O
delivery,T-POS
.,O
,
Also,O
very,O
inexpensive,O
.,O
,
A,O
great,O
choice,O
at,O
any,O
cost,O
and,O
a,O
great,O
deal,O
.,O
,
The,O
service,T-POS
was,O
excellent,O
and,O
the,O
food,T-POS
was,O
delicious,O
.,O
,
We,O
are,O
very,O
particular,O
about,O
sushi,T-POS
and,O
were,O
both,O
please,O
with,O
every,O
choice,O
which,O
included,O
",",O
ceviche,T-POS
mix,T-POS
(special),T-POS
",",O
crab,T-POS
dumplings,T-POS
",",O
assorted,T-POS
sashimi,T-POS
",",O
sushi,T-POS
and,O
rolls,T-POS
",",O
two,O
types,O
of,O
sake,T-POS
",",O
and,O
the,O
banana,T-POS
tempura,T-POS
.,O
,
Overall,O
the,O
restaurant,O
is,O
more,O
expensive,O
than,O
our,O
other,O
sushi,O
favorites,O
",",O
but,O
everything,O
was,O
delicious,O
.,O
,
Definitely,O
a,O
great,O
spot,T-POS
for,O
a,O
nice,O
occasion,O
or,O
date,O
.,O
,
Average,O
to,O
good,O
Thai,T-POS
food,T-POS
",",O
but,O
terrible,O
delivery,T-NEG
.,O
,
They,O
were,O
very,O
abrupt,O
with,O
me,O
when,O
I,O
called,O
and,O
actually,O
claimed,O
the,O
food,O
was,O
late,O
because,O
they,O
were,O
out,O
of,O
rice,O
.,O
,
A,O
Thai,T-NEG
restaurant,T-NEG
out,O
of,O
rice,O
during,O
dinner,O
?,O
,
The,O
food,T-NEG
arrived,O
20,O
minutes,O
after,O
I,O
called,O
",",O
cold,O
and,O
soggy,O
.,O
,
i,O
actually,O
feel,O
like,O
i,O
should,O
keep,O
it,O
a,O
secret,O
.,O
,
This,O
is,O
a,O
wonderful,O
place,T-POS
on,O
all,O
stand,O
points,O
especially,O
value,O
ofr,O
money,O
.,O
,
An,O
excellent,O
service,T-POS
,
Went,O
to,O
Cafe,O
Spice,O
with,O
4,O
of,O
my,O
friends,O
on,O
a,O
saturday,O
night,O
.,O
,
We,O
were,O
greeted,O
promptly,O
by,O
the,O
waiter,T-POS
who,O
was,O
very,O
nice,O
and,O
cordial,O
.,O
,
She,O
was,O
very,O
helpful,O
in,O
suggesting,O
us,O
drinks,O
and,O
helped,O
us,O
in,O
ordering,O
a,O
lot,O
of,O
good,O
dishes,T-POS
since,O
we,O
knew,O
nothing,O
about,O
Indian,O
food,O
.,O
,
We,O
were,O
fast,O
to,O
order,O
the,O
appetizer,O
platter,O
since,O
we,O
were,O
very,O
hungry,O
.,O
,
We,O
ended,O
our,O
great,O
experience,O
by,O
having,O
Gulab,T-POS
Jamun,T-POS
(dessert),T-POS
recommended,O
by,O
the,O
waiter,O
.,O
,
I,O
thanked,O
my,O
friend,O
who,O
recommended,O
me,O
this,O
restaurant,T-POS
and,O
will,O
certainly,O
recommend,O
it,O
to,O
others,O
.,O
,
I,O
went,O
here,O
with,O
a,O
friend,O
on,O
a,O
whim,O
",",O
we,O
went,O
someplace,O
else,O
first,O
and,O
could,O
n't,O
get,O
a,O
table,O
.,O
,
Guacamole+shrimp,T-POS
appetizer,T-POS
was,O
really,O
great,O
",",O
we,O
both,O
had,O
the,O
filet,T-POS
",",O
very,O
good,O
",",O
did,O
n't,O
much,O
like,O
the,O
frites,T-NEG
that,O
came,O
with,O
",",O
but,O
the,O
filet,T-POS
was,O
so,O
good,O
",",O
neither,O
of,O
us,O
cared,O
.,O
,
Will,O
absolutely,O
visit,O
again,O
.,O
,
Maybe,O
tomorrow,O
;,O
-,O
,
You,O
can,O
not,O
go,O
wrong,O
with,O
this,O
place,T-POS
.,O
,
The,O
food,T-POS
is,O
outstanding,O
and,O
the,O
service,T-POS
is,O
quick,O
",",O
friendly,O
and,O
very,O
professional,O
.,O
,
Always,O
a,O
nice,O
crowd,T-POS
",",O
but,O
never,O
loud,O
.,O
,
Go,O
here,O
.,O
,
Good,O
for,O
dates,O
or,O
with,O
friends,O
.,O
,
I,O
am,O
reluctant,O
to,O
write,O
because,O
I,O
would,O
not,O
want,O
my,O
jem,O
of,O
a,O
pizza,T-POS
place,T-POS
to,O
become,O
overcrowded,O
.,O
,
However,O
",",O
it,O
is,O
jus,O
too,O
good,O
to,O
not,O
praise,O
it,O
.,O
,
By,O
far,O
",",O
the,O
best,O
pizza,T-POS
in,O
Manhattan,O
.,O
,
The,O
crust,T-POS
is,O
thin,O
",",O
the,O
ingredients,T-POS
are,O
fresh,O
and,O
the,O
staff,T-POS
is,O
friendly,O
.,O
,
For,O
all,O
you,O
lazy,O
folks,O
that,O
do,O
n't,O
want,O
to,O
come,O
to,O
Alphabet,O
City,O
",",O
I,O
say,O
",",O
good,O
",",O
stay,O
out,O
.,O
,
less,O
wait,O
time,O
for,O
me,O
!,O
,
We,O
arrived,O
on,O
time,O
for,O
our,O
reservation,O
and,O
seated,O
promptly,O
.,O
,
The,O
menu,T-POS
has,O
so,O
many,O
fish,O
items,O
and,O
oysters,O
.,O
,
We,O
all,O
ordered,O
different,O
entrees,O
so,O
we,O
could,O
share,O
.,O
,
The,O
fish,T-POS
was,O
really,O
",",O
really,O
fresh,O
.,O
,
I,O
lived,O
in,O
Maine,O
for,O
ten,O
years,O
and,O
grew,O
up,O
on,O
fish,O
.,O
,
I,O
stumbled,O
upon,O
this,O
great,O
pizzeria,T-POS
as,O
I,O
explored,O
my,O
new,O
neighborhood,O
.,O
,
All,O
of,O
the,O
pizzas,T-POS
are,O
terrific,O
and,O
the,O
price,O
is,O
even,O
better,O
!,O
,
I,O
highly,O
recommend,O
the,O
Sophia,T-POS
pizza,T-POS
.,O
,
It,O
's,O
to,O
die,O
for,O
!,O
,
The,O
food,T-NEG
was,O
mediocre,O
at,O
best,O
but,O
it,O
was,O
the,O
horrible,O
service,T-NEG
that,O
made,O
me,O
vow,O
never,O
to,O
go,O
back,O
.,O
,
Immediately,O
after,O
we,O
paid,O
",",O
the,O
waiter,T-NEG
took,O
the,O
money,O
and,O
said,O
",",O
okay,O
",",O
you,O
guys,O
are,O
outta,O
here,O
.,O
,
There,O
are,O
other,O
people,O
waiting,O
!,O
,
We,O
were,O
n't,O
even,O
at,O
our,O
table,O
for,O
more,O
than,O
an,O
hour,O
total,O
.,O
,
As,O
we,O
were,O
leaving,O
",",O
the,O
couple,O
standing,O
by,O
the,O
door,O
said,O
to,O
another,O
waiter,O
",",O
we,O
're,O
not,O
in,O
a,O
hurry,O
.,O
,
Our,O
friends,O
have,O
not,O
arrived,O
yet,O
.,O
,
So,O
rushing,O
us,O
out,O
was,O
absolutely,O
unnecessary,O
!,O
,
For,O
the,O
people,O
who,O
want,O
great,O
food,T-NEG
plus,O
great,O
service,T-NEG
",",O
Roxy,O
is,O
a,O
place,O
to,O
AVOID,O
!,O
,
I,O
've,O
been,O
here,O
twice,O
now,O
.,O
,
The,O
first,O
time,O
the,O
sushi,T-POS
was,O
outstanding,O
",",O
the,O
second,O
time,O
it,O
was,O
a,O
little,O
bland,O
.,O
,
I,O
'm,O
sure,O
I,O
'll,O
return,O
for,O
a,O
final,O
judgement,O
tho,O
.,O
,
The,O
blond,T-POS
wood,T-POS
decor,T-POS
is,O
very,O
soothing,O
",",O
the,O
premium,T-POS
sake,T-POS
is,O
excellent,O
and,O
the,O
service,T-POS
is,O
great,O
.,O
,
Mizu,T-POS
is,O
the,O
Japenese,O
find,O
in,O
Grammercy,O
.,O
,
While,O
their,O
kitchen,T-POS
food,T-POS
is,O
delicious,O
",",O
their,O
Sushi,T-POS
is,O
out,O
of,O
this,O
world,O
.,O
,
Mizu,O
is,O
home,O
to,O
creative,O
and,O
unique,O
rolls,T-POS
not,O
to,O
found,O
anywhere,O
else,O
.,O
,
Not,O
only,O
is,O
the,O
cuisine,T-POS
the,O
best,O
around,O
",",O
the,O
service,T-POS
has,O
always,O
been,O
attentive,O
and,O
charming,O
.,O
,
Warning,O
",",O
You,O
may,O
find,O
it,O
difficult,O
to,O
dine,O
at,O
other,O
Japanese,O
restaurants,O
after,O
a,O
visit,O
to,O
Mizu,T-POS
!,O
,
Thalia,T-POS
is,O
a,O
beautiful,O
restaurant,O
with,O
beautiful,O
people,T-POS
serving,O
you,O
",",O
but,O
the,O
food,T-NEG
does,O
n't,O
quite,O
match,O
up,O
.,O
,
The,O
entree,T-NEG
was,O
bland,O
and,O
small,O
",",O
dessert,T-NEG
was,O
not,O
inspired,O
.,O
,
I,O
expected,O
quite,O
a,O
bit,O
more,O
from,O
such,O
an,O
expensive,O
menu,T-NEG
.,O
,
The,O
view,T-POS
is,O
spectacular,O
",",O
and,O
the,O
food,T-POS
is,O
great,O
.,O
,
Wonderful,O
strawberry,T-POS
daiquiries,T-POS
as,O
well,O
!,O
,
Definitely,O
worth,O
the,O
trip,O
to,O
Battery,O
Park,O
City,O
!,O
,
One,O
of,O
my,O
favorite,O
places,O
in,O
Manhattan,O
.,O
,
Authentic,O
Taiwanese,T-POS
food,T-POS
that,O
's,O
cheap,O
what,O
more,O
could,O
you,O
ask,O
for,O
?,O
.,O
,
Besides,O
that,O
there,O
should,O
be,O
more,O
restaurants,O
like,O
it,O
around,O
the,O
city,O
.,O
,
The,O
cold,T-POS
appetizer,T-POS
dishes,T-POS
taste,O
like,O
the,O
way,O
I,O
remember,O
them,O
to,O
taste,O
when,O
I,O
was,O
growing,O
up,O
in,O
Taiwan,O
.,O
,
delicious,O
simple,O
food,T-POS
in,O
nice,O
outdoor,T-POS
atmosphere,T-POS
.,O
,
Kind,O
",",O
attentive,O
wait,T-POS
staff,T-POS
.,O
,
I,O
really,O
like,O
both,O
the,O
scallops,T-POS
and,O
the,O
mahi,T-POS
mahi,T-POS
(on,T-POS
saffron,T-POS
risotto,T-POS
!,O
.,O
,
My,O
friend,O
devoured,O
her,O
chicken,T-POS
and,T-POS
mashed,T-POS
potatos,T-POS
.,O
,
Even,O
if,O
the,O
food,T-POS
was,O
n't,O
this,O
good,O
",",O
the,O
garden,T-POS
is,O
a,O
great,O
place,O
to,O
sit,O
outside,O
and,O
relax,O
.,O
,
Great,O
neighborhood,O
joint,T-POS
.,O
,
This,O
is,O
a,O
nice,O
pizza,T-POS
place,T-POS
with,O
good,O
selection,T-POS
of,T-POS
thin,T-POS
crust,T-POS
pizza,T-POS
including,O
the,O
Basil,T-POS
slice,T-POS
.,O
,
Their,O
calzones,T-NEG
are,O
horrific,O
",",O
bad,O
",",O
vomit-inducing,O
",",O
YUCK,O
.,O
,
They,O
smell,O
like,O
they,O
stuff,O
them,O
with,O
old,O
canned,O
vegetables,O
like,O
the,O
spinach,O
mushroom,O
calzone,O
.,O
,
The,O
counter,T-NEG
service,T-NEG
is,O
bad,O
.,O
,
They,O
charge,O
different,O
prices,O
all,O
the,O
time,O
.,O
,
They,O
're,O
rude,O
at,O
times,O
",",O
and,O
not,O
very,O
friendly,O
.,O
,
NO,O
PIZZA,T-NEG
33,T-NEG
for,O
me,O
!,O
,
Anybody,O
who,O
likes,O
this,O
place,O
must,O
be,O
from,O
a,O
different,O
planet,O
",",O
where,O
greasy,O
",",O
dry,O
and,O
tasteless,O
are,O
complimentary,O
.,O
,
The,O
dosas,T-NEG
are,O
skimpy,O
",",O
unattractive,O
and,O
drip,O
with,O
grease,O
",",O
and,O
personally,O
I,O
'd,O
drink,O
popcorn,O
topping,O
before,O
I,O
'd,O
eat,O
another,O
one,O
of,O
these,O
.,O
,
Calling,O
the,O
place,T-NEG
Hampton,O
Chutney,O
Co,O
does,O
warn,O
you,O
that,O
these,O
folks,O
offer,O
more,O
style,O
than,O
substance,O
",",O
but,O
in,O
this,O
unattractive,O
room,T-NEG
with,O
unhelpful,O
clerks,T-NEG
there,O
was,O
a,O
dearth,O
of,O
the,O
former,O
too,O
.,O
,
Seriously,O
",",O
this,O
place,T-POS
kicks,O
ass,O
.,O
,
Best,O
Italian,T-POS
food,T-POS
I,O
ever,O
had,O
and,O
being,O
Italian,O
",",O
that,O
means,O
alot,O
.,O
,
It,O
is,O
nearly,O
impossible,O
to,O
get,O
a,O
table,O
",",O
so,O
if,O
you,O
ever,O
have,O
the,O
chance,O
to,O
go,O
here,O
for,O
dinner,O
",",O
DO,O
NOT,O
pass,O
it,O
up,O
.,O
,
This,O
is,O
such,O
a,O
lovely,O
",",O
peaceful,O
place,T-POS
to,O
eat,O
outside,O
.,O
,
The,O
restaurant,T-POS
looks,O
out,O
over,O
beautiful,O
green,O
lawns,O
to,O
the,O
Hudson,O
River,O
and,O
the,O
Statue,O
of,O
Liberty,O
.,O
,
It,O
is,O
set,O
far,O
from,O
the,O
small,O
street,O
it,O
's,O
on,O
",",O
and,O
there,O
is,O
no,O
traffic,O
noise,O
.,O
,
Nice,O
value,O
.,O
,
Unique,O
apppetizers,T-POS
.,O
,
Try,O
sushimi,T-POS
cucumber,T-POS
roll,T-POS
.,O
,
Good,O
spreads,T-POS
",",O
great,O
beverage,T-POS
selections,T-POS
and,O
bagels,T-POS
really,O
tasty,O
.,O
,
THE,O
BIG,O
COMPLAINT,O
",",O
NO,O
TOASTING,O
AVAILABLE,O
.,O
,
I,O
complete,O
the,O
total,O
bagel,O
experience,O
by,O
having,O
it,O
lightly,O
toasted,O
.,O
,
But,O
who,O
says,O
Murray,O
's,O
is,O
anything,O
about,O
service,T-NEG
.,O
,
So,O
close,O
",",O
but,O
not,O
good,O
enough,O
.,O
,
Do,O
n't,O
be,O
fooled,O
by,O
crowds,O
of,O
people,O
.,O
,
The,O
service,T-NEG
is,O
awful,O
.,O
,
This,O
place,T-NEG
is,O
not,O
worth,O
the,O
prices,O
.,O
,
Also,O
",",O
do,O
n't,O
plan,O
on,O
asking,O
for,O
your,O
favorite,O
roll,O
",",O
if,O
it,O
's,O
not,O
on,O
the,O
menu,O
",",O
you,O
ca,O
n't,O
have,O
it,O
.,O
,
Love,O
Pizza,T-POS
33,T-POS
.,O
,
I,O
will,O
be,O
out,O
with,O
friends,O
and,O
all,O
of,O
a,O
sudden,O
I,O
am,O
hungry,O
and,O
I,O
only,O
crave,O
one,O
thing,O
their,O
Pizza,T-POS
.,O
,
I,O
live,O
in,O
the,O
neightborhood,O
and,O
am,O
a,O
regular,O
.,O
,
It,O
hits,O
the,O
spot,O
every,O
time,O
,
This,O
tiny,O
Williamsburg,T-POS
spot,T-POS
is,O
always,O
pleasantly,O
surprising,O
.,O
,
The,O
pizza,T-POS
is,O
delicious,O
and,O
the,O
proprietor,T-POS
is,O
one,O
of,O
the,O
nicest,O
in,O
NYC,O
.,O
,
Even,O
the,O
pasta,O
is,O
delicious,O
here,O
a,O
rarity,O
in,O
New,O
York,O
pizza,O
restaurants,O
.,O
,
I,O
've,O
been,O
many,O
time,O
and,O
have,O
never,O
been,O
disappointed,O
.,O
,
Compared,O
to,O
Ess-a,O
",",O
Tal,O
offers,O
a,O
less,O
doughy,O
bagel,O
!,O
,
They,O
even,O
scoop,O
it,O
out,O
nice,O
for,O
those,O
on,O
a,O
diet,O
not,O
too,O
much,O
not,O
to,O
little,O
.,O
,
The,O
cream,T-POS
cheeses,T-POS
are,O
out,O
of,O
this,O
world,O
and,O
I,O
love,O
that,O
coffee,T-POS
!,O
!,O
,
A,O
little,O
crowded,O
but,O
they,O
move,O
that,O
line,O
really,O
fast,O
!,O
,
A,O
little,O
pricey,O
but,O
it,O
really,O
hits,O
the,O
spot,O
on,O
a,O
Sunday,O
morning,O
!,O
,
I,O
asked,O
for,O
an,O
open,O
faced,O
cheese,O
sandwich,O
and,O
the,O
manager,T-NEG
basically,O
told,O
me,O
to,O
take,O
my,O
business,O
elsewhere,O
!,O
,
Be,O
sure,O
not,O
to,O
get,O
anything,O
other,O
than,O
bagels,T-POS
!,O
.,O
,
the,O
turkey,T-NEG
burgers,T-NEG
are,O
scary,O
!,O
,
The,O
worst,O
excuse,O
for,O
Japanese,T-NEG
food,T-NEG
I,O
've,O
ever,O
encountered,O
.,O
,
The,O
soup,T-NEG
for,T-NEG
the,T-NEG
udon,T-NEG
was,O
soy,O
sauce,O
and,O
water,O
.,O
,
The,O
sushi,T-NEG
was,O
awful,O
!,O
,
The,O
rice,T-NEG
was,O
poor,O
quality,O
and,O
was,O
cooked,O
so,O
badly,O
it,O
was,O
hard,O
.,O
,
Furthermore,O
",",O
the,O
rice,T-NEG
had,O
no,O
seasoning,O
",",O
so,O
the,O
sushi,T-NEG
was,O
bland,O
and,O
disgusting,O
.,O
,
It,O
is,O
obvious,O
that,O
no,O
one,O
in,O
the,O
restaurant,O
has,O
any,O
idea,O
about,O
or,O
experience,O
with,O
Japanese,T-NEG
cuisine,T-NEG
.,O
,
Good,O
",",O
fast,O
service,T-POS
.,O
,
I,O
would,O
highly,O
recommend,O
.,O
,
Food,T-POS
is,O
great,O
and,O
inexpensive,O
.,O
,
The,O
location,T-POS
is,O
perfect,O
.,O
,
Give,O
it,O
a,O
try,O
and,O
enjoy,O
.,O
,
Jimmy,O
is,O
Dominican,O
!,O
,
Well,O
",",O
this,O
place,T-NEG
is,O
so,O
Ghetto,O
its,O
not,O
even,O
funny,O
.,O
,
If,O
you,O
like,O
your,O
music,T-NEG
blasted,O
and,O
the,O
system,O
isnt,O
that,O
great,O
and,O
if,O
you,O
want,O
to,O
pay,O
at,O
least,O
100,O
dollar,O
bottle,T-NEG
minimun,T-NEG
then,O
you,O
'll,O
love,O
it,O
here,O
.,O
,
Would,O
NEVER,O
go,O
back,O
there,O
.,O
,
Too,O
bad,O
Latin,O
Quarters,O
closed,O
.,O
,
That,O
place,O
was,O
awesome,O
",",O
",",O
",",O
sally,O
!,O
,
Awsome,O
Pizza,T-POS
especially,O
the,O
Margheritta,T-POS
slice,T-POS
.,O
,
Always,O
busy,O
but,O
fast,O
moving,O
.,O
,
Great,O
atmoshere,T-POS
and,O
worth,O
every,O
bit,O
.,O
,
Open,O
late,O
well,O
as,O
late,O
as,O
I,O
ever,O
got,O
there,O
and,O
I,O
'm,O
a,O
night,O
person,O
,
Winnie,T-POS
and,O
her,O
staff,T-POS
are,O
the,O
best,O
crew,O
you,O
can,O
find,O
serving,O
you,O
.,O
,
The,O
food,T-POS
is,O
reliable,O
and,O
the,O
price,O
is,O
moderate,O
.,O
,
What,O
more,O
can,O
you,O
ask,O
for,O
?,O
,
Ive,O
been,O
to,O
many,O
Thai,O
restaurants,O
in,O
Manhattan,O
before,O
",",O
and,O
Toons,O
is,O
by,O
far,O
the,O
best,O
Thai,O
food,O
Ive,O
had,O
except,O
for,O
my,O
mom,O
's,O
of,O
course,O
.,O
,
Try,O
the,O
Pad,T-POS
Thai,T-POS
",",O
or,O
sample,O
anything,O
on,O
the,O
appetizer,T-POS
menu,T-POS
're,O
all,O
delicious,O
.,O
,
Everything,O
about,O
this,O
restaurant,T-POS
was,O
special,O
.,O
,
The,O
service,T-POS
was,O
attentive,O
",",O
yet,O
discreet,O
.,O
,
The,O
flavors,O
robust,O
and,O
subtle,O
.,O
,
The,O
brioche,T-POS
and,T-POS
lollies,T-POS
as,O
party,O
favors,O
is,O
